"Time of Day","Process Name","PID","Operation","Path","Result","Detail","Duration"
"13:12:59,9027574","main.exe","816","CreateFile","C:\Windows\libstdc++-6.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000119"
"13:12:59,9028235","main.exe","816","CreateFile","C:\Windows\System32\libgcc_s_seh-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000149"
"13:12:59,9029158","main.exe","816","CreateFile","C:\Windows\System32\wbem\libstdc++-6.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000117"
"13:12:59,9029955","main.exe","816","CreateFile","C:\Windows\libgcc_s_seh-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000123"
"13:12:59,9030897","main.exe","816","CreateFile","C:\Windows\System32\WindowsPowerShell\v1.0\libstdc++-6.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000116"
"13:12:59,9031542","main.exe","816","CreateFile","C:\Windows\System32\wbem\libgcc_s_seh-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000121"
"13:12:59,9032738","main.exe","816","CreateFile","C:\Windows\System32\OpenSSH\libstdc++-6.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000154"
"13:12:59,9033131","main.exe","816","CreateFile","C:\Windows\System32\WindowsPowerShell\v1.0\libgcc_s_seh-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000116"
"13:12:59,9034327","main.exe","816","CreateFile","C:\Program Files\nodejs\libstdc++-6.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000114"
"13:12:59,9034956","main.exe","816","CreateFile","C:\Windows\System32\OpenSSH\libgcc_s_seh-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000152"
"13:12:59,9035903","main.exe","816","CreateFile","C:\Program Files\Microsoft VS Code\bin\libstdc++-6.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000103"
"13:12:59,9036564","main.exe","816","CreateFile","C:\Program Files\nodejs\libgcc_s_seh-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000117"
"13:12:59,9037575","main.exe","816","CreateFile","C:\Program Files\NVIDIA Corporation\NVIDIA NvDLISR\libstdc++-6.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000120"
"13:12:59,9038152","main.exe","816","CreateFile","C:\Program Files\Microsoft VS Code\bin\libgcc_s_seh-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000110"
"13:12:59,9039222","main.exe","816","CreateFile","C:\Program Files\Git\cmd\libstdc++-6.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000122"
"13:12:59,9039764","main.exe","816","CreateFile","C:\Program Files\NVIDIA Corporation\NVIDIA NvDLISR\libgcc_s_seh-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000120"
"13:12:59,9040851","main.exe","816","CreateFile","C:\Program Files\NVIDIA Corporation\Nsight Compute 2024.2.1\libstdc++-6.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000110"
"13:12:59,9041400","main.exe","816","CreateFile","C:\Program Files\Git\cmd\libgcc_s_seh-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000117"
"13:12:59,9042441","main.exe","816","CreateFile","C:\Program Files\Docker\Docker\resources\bin\libstdc++-6.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000114"
"13:12:59,9043010","main.exe","816","CreateFile","C:\Program Files\NVIDIA Corporation\Nsight Compute 2024.2.1\libgcc_s_seh-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000125"
"13:12:59,9044060","main.exe","816","CreateFile","C:\Compilers\mingw64\bin\libstdc++-6.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","0.0000115"
"13:12:59,9044233","main.exe","816","QueryBasicInformationFile","C:\Compilers\mingw64\bin\libstdc++-6.dll","SUCCESS","CreationTime: 17.09.2024 21:11:38, LastAccessTime: 26.12.2024 13:12:54, LastWriteTime: 07.08.2024 13:02:40, ChangeTime: 17.09.2024 21:12:02, FileAttributes: A","0.0000033"
"13:12:59,9044320","main.exe","816","CloseFile","C:\Compilers\mingw64\bin\libstdc++-6.dll","SUCCESS","","0.0000071"
"13:12:59,9044625","main.exe","816","CreateFile","C:\Program Files\Docker\Docker\resources\bin\libgcc_s_seh-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000113"
"13:12:59,9049264","main.exe","816","CreateFile","C:\Compilers\mingw64\bin\libstdc++-6.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened","0.0000251"
"13:12:59,9049638","main.exe","816","CreateFileMapping","C:\Compilers\mingw64\bin\libstdc++-6.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READWRITE","0.0000032"
"13:12:59,9050740","main.exe","816","CreateFile","C:\Compilers\mingw64\bin\libgcc_s_seh-1.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","0.0000120"
"13:12:59,9050931","main.exe","816","QueryBasicInformationFile","C:\Compilers\mingw64\bin\libgcc_s_seh-1.dll","SUCCESS","CreationTime: 17.09.2024 21:11:37, LastAccessTime: 26.12.2024 13:12:54, LastWriteTime: 07.08.2024 13:02:40, ChangeTime: 17.09.2024 21:12:02, FileAttributes: A","0.0000026"
"13:12:59,9051011","main.exe","816","CloseFile","C:\Compilers\mingw64\bin\libgcc_s_seh-1.dll","SUCCESS","","0.0000052"
"13:12:59,9051333","main.exe","816","CreateFileMapping","C:\Compilers\mingw64\bin\libstdc++-6.dll","SUCCESS","SyncType: SyncTypeOther","0.0000018"
"13:12:59,9051902","main.exe","816","CreateFile","C:\Compilers\mingw64\bin\libgcc_s_seh-1.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened","0.0000172"
"13:12:59,9052169","main.exe","816","CreateFileMapping","C:\Compilers\mingw64\bin\libgcc_s_seh-1.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READWRITE","0.0000026"
"13:12:59,9052606","main.exe","816","CreateFileMapping","C:\Compilers\mingw64\bin\libgcc_s_seh-1.dll","SUCCESS","SyncType: SyncTypeOther","0.0000016"
"13:12:59,9052927","main.exe","816","Load Image","C:\Compilers\mingw64\bin\libstdc++-6.dll","SUCCESS","Image Base: 0x7ffe80f20000, Image Size: 0x247000","0.0000000"
"13:12:59,9053460","main.exe","816","CloseFile","C:\Compilers\mingw64\bin\libstdc++-6.dll","SUCCESS","","0.0000091"
"13:12:59,9053723","main.exe","816","Load Image","C:\Compilers\mingw64\bin\libgcc_s_seh-1.dll","SUCCESS","Image Base: 0x7ffe83ab0000, Image Size: 0xd1000","0.0000000"
"13:12:59,9054152","main.exe","816","CloseFile","C:\Compilers\mingw64\bin\libgcc_s_seh-1.dll","SUCCESS","","0.0000088"
"13:12:59,9058898","main.exe","816","QueryOpen","D:\Documents\C++\os_labs\1\src\build\libgcc_s_seh-1.dll","NAME NOT FOUND","","0.0000582"
"13:12:59,9060233","main.exe","816","QueryOpen","D:\Documents\C++\os_labs\1\src\build\libwinpthread-1.dll","NAME NOT FOUND","","0.0000113"
"13:12:59,9060760","main.exe","816","QueryOpen","D:\Documents\C++\os_labs\1\src\build\libwinpthread-1.dll","NAME NOT FOUND","","0.0000095"
"13:12:59,9071646","main.exe","816","CreateFile","C:\Windows\System32\libgcc_s_seh-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000556"
"13:12:59,9073180","main.exe","816","CreateFile","C:\Windows\System32\libwinpthread-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000203"
"13:12:59,9073195","main.exe","816","CreateFile","C:\Windows\System32\libwinpthread-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000206"
"13:12:59,9078499","main.exe","816","CreateFile","C:\Windows\System\libgcc_s_seh-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000197"
"13:12:59,9080610","main.exe","816","CreateFile","C:\Windows\libgcc_s_seh-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000154"
"13:12:59,9081485","main.exe","816","QueryOpen","D:\Documents\C++\os_labs\1\src\build\libgcc_s_seh-1.dll","NAME NOT FOUND","","0.0000079"
"13:12:59,9081580","main.exe","816","CreateFile","C:\Windows\System\libwinpthread-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000168"
"13:12:59,9081922","main.exe","816","CreateFile","C:\Windows\System\libwinpthread-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000142"
"13:12:59,9083156","main.exe","816","CreateFile","C:\Program Files\NVIDIA GPU Computing Toolkit\CUDA\v12.5\bin\libgcc_s_seh-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000129"
"13:12:59,9084838","main.exe","816","CreateFile","C:\Program Files\NVIDIA GPU Computing Toolkit\CUDA\v12.5\libnvvp\libgcc_s_seh-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000128"
"13:12:59,9086209","main.exe","816","CreateFile","C:\Program Files\Python310\Scripts\libgcc_s_seh-1.dll","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000109"
"13:12:59,9086359","main.exe","816","CreateFile","C:\Windows\libwinpthread-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000170"
"13:12:59,9086943","main.exe","816","CreateFile","C:\Windows\libwinpthread-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000148"
"13:12:59,9087216","main.exe","816","QueryOpen","D:\Documents\C++\os_labs\1\src\build\libwinpthread-1.dll","NAME NOT FOUND","","0.0000092"
"13:12:59,9087478","main.exe","816","CreateFile","C:\Program Files\Python310\libgcc_s_seh-1.dll","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000116"
"13:12:59,9087979","main.exe","816","QueryOpen","D:\Documents\C++\os_labs\1\src\build\libwinpthread-1.dll","NAME NOT FOUND","","0.0000084"
"13:12:59,9089225","main.exe","816","CreateFile","C:\Program Files (x86)\Common Files\Intel\Shared Libraries\redist\intel64_win\compiler\libgcc_s_seh-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000134"
"13:12:59,9089722","main.exe","816","CreateFile","C:\Program Files\NVIDIA GPU Computing Toolkit\CUDA\v12.5\bin\libwinpthread-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000159"
"13:12:59,9090631","main.exe","816","CreateFile","C:\Program Files\NVIDIA GPU Computing Toolkit\CUDA\v12.5\bin\libwinpthread-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000135"
"13:12:59,9091036","main.exe","816","CreateFile","C:\Program Files (x86)\Razer Chroma SDK\bin\libgcc_s_seh-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000133"
"13:12:59,9093031","main.exe","816","CreateFile","C:\Program Files\Razer Chroma SDK\bin\libgcc_s_seh-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000156"
"13:12:59,9094939","main.exe","816","CreateFile","C:\Program Files (x86)\Common Files\Oracle\Java\javapath_target_4367281\libgcc_s_seh-1.dll","REPARSE","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: <unknown>","0.0000135"
"13:12:59,9096450","main.exe","816","CreateFile","C:\Program Files (x86)\Common Files\Oracle\Java\javapath_target_4367281\libgcc_s_seh-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000135"
"13:12:59,9097673","main.exe","816","CreateFile","C:\Program Files\NVIDIA GPU Computing Toolkit\CUDA\v12.5\libnvvp\libwinpthread-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000267"
"13:12:59,9098170","main.exe","816","CreateFile","C:\ProgramData\Oracle\Java\javapath\libgcc_s_seh-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000125"
"13:12:59,9098598","main.exe","816","CreateFile","C:\Program Files\NVIDIA GPU Computing Toolkit\CUDA\v12.5\libnvvp\libwinpthread-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000153"
"13:12:59,9099828","main.exe","816","CreateFile","C:\Program Files (x86)\Razer\ChromaBroadcast\bin\libgcc_s_seh-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000124"
"13:12:59,9100289","main.exe","816","CreateFile","C:\Program Files\Python310\Scripts\libwinpthread-1.dll","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000132"
"13:12:59,9100662","main.exe","816","CreateFile","C:\Program Files\Python310\Scripts\libwinpthread-1.dll","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000138"
"13:12:59,9101829","main.exe","816","CreateFile","C:\Program Files\Razer\ChromaBroadcast\bin\libgcc_s_seh-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000171"
"13:12:59,9101925","main.exe","816","CreateFile","C:\Program Files\Python310\libwinpthread-1.dll","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000152"
"13:12:59,9102062","main.exe","816","CreateFile","C:\Program Files\Python310\libwinpthread-1.dll","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000122"
"13:12:59,9103684","main.exe","816","CreateFile","C:\Windows\System32\libgcc_s_seh-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000165"
"13:12:59,9105378","main.exe","816","CreateFile","C:\Windows\libgcc_s_seh-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000124"
"13:12:59,9106970","main.exe","816","CreateFile","C:\Program Files (x86)\Common Files\Intel\Shared Libraries\redist\intel64_win\compiler\libwinpthread-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000160"
"13:12:59,9107052","main.exe","816","CreateFile","C:\Windows\System32\wbem\libgcc_s_seh-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000164"
"13:12:59,9107370","main.exe","816","CreateFile","C:\Program Files (x86)\Common Files\Intel\Shared Libraries\redist\intel64_win\compiler\libwinpthread-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000209"
"13:12:59,9109168","main.exe","816","CreateFile","C:\Windows\System32\WindowsPowerShell\v1.0\libgcc_s_seh-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000143"
"13:12:59,9111348","main.exe","816","CreateFile","C:\Windows\System32\OpenSSH\libgcc_s_seh-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000167"
"13:12:59,9111720","main.exe","816","CreateFile","C:\Program Files (x86)\Razer Chroma SDK\bin\libwinpthread-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000168"
"13:12:59,9112130","main.exe","816","CreateFile","C:\Program Files (x86)\Razer Chroma SDK\bin\libwinpthread-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000174"
"13:12:59,9113619","main.exe","816","CreateFile","C:\Program Files (x86)\NVIDIA Corporation\PhysX\Common\libgcc_s_seh-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000171"
"13:12:59,9114929","main.exe","816","CreateFile","C:\Windows\system32\config\systemprofile\AppData\Local\Microsoft\WindowsApps\libgcc_s_seh-1.dll","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000211"
"13:12:59,9115912","main.exe","816","CreateFile","C:\Program Files\Razer Chroma SDK\bin\libwinpthread-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000264"
"13:12:59,9116728","main.exe","816","CreateFile","C:\Program Files\Razer Chroma SDK\bin\libwinpthread-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000871"
"13:12:59,9116884","main.exe","816","CreateFile","C:\Windows\System32\libgcc_s_seh-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000194"
"13:12:59,9118627","main.exe","816","CreateFile","C:\Program Files (x86)\Common Files\Oracle\Java\javapath_target_4367281\libwinpthread-1.dll","REPARSE","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: <unknown>","0.0000162"
"13:12:59,9118830","main.exe","816","CreateFile","C:\Windows\libgcc_s_seh-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000171"
"13:12:59,9121146","main.exe","816","CreateFile","C:\Program Files (x86)\Common Files\Oracle\Java\javapath_target_4367281\libwinpthread-1.dll","REPARSE","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: <unknown>","0.0000169"
"13:12:59,9121469","main.exe","816","CreateFile","C:\Program Files (x86)\Common Files\Oracle\Java\javapath_target_4367281\libwinpthread-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000136"
"13:12:59,9121925","main.exe","816","CreateFile","C:\Windows\System32\wbem\libgcc_s_seh-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000164"
"13:12:59,9123030","main.exe","816","CreateFile","C:\Program Files (x86)\Common Files\Oracle\Java\javapath_target_4367281\libwinpthread-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000132"
"13:12:59,9123173","main.exe","816","CreateFile","C:\ProgramData\Oracle\Java\javapath\libwinpthread-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000115"
"13:12:59,9123787","main.exe","816","CreateFile","C:\Windows\System32\WindowsPowerShell\v1.0\libgcc_s_seh-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000142"
"13:12:59,9124780","main.exe","816","CreateFile","C:\ProgramData\Oracle\Java\javapath\libwinpthread-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000118"
"13:12:59,9124944","main.exe","816","CreateFile","C:\Program Files (x86)\Razer\ChromaBroadcast\bin\libwinpthread-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000119"
"13:12:59,9125924","main.exe","816","CreateFile","C:\Windows\System32\OpenSSH\libgcc_s_seh-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000173"
"13:12:59,9126574","main.exe","816","CreateFile","C:\Program Files (x86)\Razer\ChromaBroadcast\bin\libwinpthread-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000132"
"13:12:59,9127029","main.exe","816","CreateFile","C:\Program Files\Razer\ChromaBroadcast\bin\libwinpthread-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000172"
"13:12:59,9127729","main.exe","816","CreateFile","C:\Program Files\nodejs\libgcc_s_seh-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000131"
"13:12:59,9128930","main.exe","816","CreateFile","C:\Windows\System32\libwinpthread-1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","0.0000153"
